customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,total_active_services,is_month_to_month,has_auto_payment,support_security_bundle,avg_total_charge_per_month,charge_gap_vs_average,monthly_charge_log,total_charge_log,monthly_x_tenure,charge_per_service,tenure_inverse,has_internet,has_fiber,fiber_no_security,fiber_no_support,fiber_no_security_support,month_to_month_fiber,electronic_check_m2m,short_tenure_high_charge,new_customer,very_low_tenure,very_long_tenure,streaming_count,backup_protection_count,support_count,risk_service_gap_count,contract_commitment_score,payment_risk_score,contract_x_tenure,contract_x_monthly,support_x_fiber,services_x_tenure,is_senior_m2m,dependents_partner_score,paperless_echeck,no_protection_services,internet_service_group,payment_contract_group,tenure_band,tenure_bucket,monthly_charge_band,tenure_charge_band,churn_probability,risk_tier,intervention_candidate,recommended_action,recommendation_rationale,Churn
7359-WWYJV,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,8375.05,8,0,1,1,116.32013888888888,-1.8701388888888744,4.748837535800504,9.03313172196904,8240.4,14.30625,0.0136986301369863,1,1,0,0,0,0,0,0,0,0,1,2,2,2,0,2,1,144,228.9,2,576,0,1,0,0,Fiber optic_Two year,Credit card (automatic)_Two year,49-72 months,49-72,premium,49-72_premium,0.047429019191629375,low,False,Pricing and bundle review,High monthly charges may create price sensitivity; review plan fit or targeted discount.,0
8620-RJPZN,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,1,1,0,0,20.7,0.0,3.077312260546414,3.077312260546414,20.7,20.7,0.5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,0,3,0,0.0,0,1,0,0,0,1,No_Month-to-month,Electronic check_Month-to-month,0-12 months,0-3,low,0-3_low,0.3241667514817152,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
7426-WEIJX,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,3,1,0,0,80.985,-0.03499999999999659,4.406109305189839,8.48881429281454,4857.0,26.983333333333334,0.01639344262295082,1,1,0,1,0,1,1,0,0,0,1,0,0,1,3,0,3,0,0.0,1,180,1,2,1,0,Fiber optic_Month-to-month,Electronic check_Month-to-month,49-72 months,49-72,high,49-72_high,0.22229829711351481,low,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
7629-WIXZF,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,3,0,0,0,52.75,6.350000000000001,4.096009841541162,5.914178453147908,413.7,19.7,0.125,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,7,59.1,0,21,0,0,1,0,DSL_One year,Electronic check_One year,0-12 months,7-12,moderate,7-12_moderate,0.18270975080161841,low,True,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
2616-FLVQC,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1240.15,1,0,0,0,19.37734375,0.1726562499999993,3.022860940942244,7.1237936481663,1251.2,19.55,0.015384615384615385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,2,128,39.1,0,64,0,0,0,1,No_Two year,Mailed check_Two year,49-72 months,49-72,low,49-72_low,0.008874249256268896,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
9163-GHAYE,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.85,736.8,2,1,0,0,49.12,-0.269999999999996,3.9090184964078474,6.603672785162575,732.75,24.425,0.0625,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,3,0,0.0,0,30,0,0,0,0,DSL_Month-to-month,Electronic check_Month-to-month,13-24 months,13-24,moderate,13-24_moderate,0.20477406174391713,low,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
4464-JCOLN,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,1,0,0,0,17.95,1.9000000000000021,3.0373539482448106,3.6082115510464816,39.7,19.85,0.3333333333333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,2,2,19.85,0,2,0,2,0,1,No_One year,Mailed check_One year,0-12 months,0-3,low,0-3_low,0.049581337873780745,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,1
2971-SGAFL,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,6,1,0,0,76.56538461538462,2.184615384615384,4.378896741664954,6.9040986014785934,1023.75,13.125,0.07142857142857142,1,0,0,0,0,0,1,0,0,0,0,2,1,1,2,0,3,0,0.0,0,78,0,0,1,0,DSL_Month-to-month,Electronic check_Month-to-month,13-24 months,13-24,high,13-24_high,0.3887218136261245,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
4735-ASGMA,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,5,1,0,0,96.7423076923077,1.6076923076922895,4.598648968997826,7.830544847596122,2557.1,19.669999999999998,0.037037037037037035,1,1,1,1,1,1,1,0,0,0,0,2,1,0,3,0,3,0,0.0,0,130,0,0,1,0,Fiber optic_Month-to-month,Electronic check_Month-to-month,25-48 months,25-48,premium,25-48_premium,0.6703177669159874,high,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
5245-VDBUR,Female,0,Yes,No,52,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95,2,0,0,0,37.67211538461539,-2.2221153846153854,3.5959414584546674,7.580674241695091,1843.4,17.725,0.018867924528301886,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,52,35.45,0,104,0,1,0,0,DSL_One year,Mailed check_One year,49-72 months,49-72,moderate,49-72_moderate,0.06965059733002084,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
1493-AMTIE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,1,1,1,0,20.2,0.0,3.054001181677967,3.054001181677967,20.2,20.2,0.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,0.0,0,1,0,0,0,1,No_Month-to-month,Bank transfer (automatic)_Month-to-month,0-12 months,0-3,low,0-3_low,0.36761329621117145,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
1112-CUNAO,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,4,1,0,0,94.99666666666667,-5.146666666666675,4.50920979484218,7.262593537245912,1347.75,22.4625,0.0625,1,1,1,1,1,1,1,0,0,0,0,1,1,0,3,0,3,0,0.0,0,60,1,0,0,0,Fiber optic_Month-to-month,Electronic check_Month-to-month,13-24 months,13-24,premium,13-24_premium,0.5355108994816729,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
7571-YXDAD,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,2,1,1,0,73.575,1.3250000000000028,4.3294166844015844,4.998225274019575,149.8,37.45,0.3333333333333333,1,1,1,1,1,1,0,1,1,1,0,0,0,0,4,0,1,0,0.0,0,4,0,0,0,1,Fiber optic_Month-to-month,Credit card (automatic)_Month-to-month,0-12 months,0-3,high,0-3_high,0.6441893706823537,high,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
8714-EUHJO,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,4,1,0,0,96.62741935483871,-5.477419354838702,4.523417684115833,8.005183533625202,2825.65,22.7875,0.03125,1,1,1,1,1,1,1,0,0,0,0,1,1,0,3,0,3,0,0.0,0,124,0,2,1,0,Fiber optic_Month-to-month,Electronic check_Month-to-month,25-48 months,25-48,premium,25-48_premium,0.49228591005615985,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
9040-KZVWO,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,2,0,1,0,77.61923076923077,-2.119230769230768,4.33729074083249,7.610407146556328,1963.0,37.75,0.037037037037037035,1,1,1,1,1,0,0,0,0,0,0,0,1,0,3,1,1,26,75.5,0,52,0,0,0,0,Fiber optic_One year,Bank transfer (automatic)_One year,25-48 months,25-48,high,25-48_high,0.0968412160235607,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
6713-OKOMC,Female,0,No,No,10,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.75,301.9,1,1,0,0,30.189999999999998,-0.4399999999999977,3.4258899942525267,5.713402718033191,297.5,29.75,0.09090909090909091,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0.0,0,10,0,0,0,0,DSL_Month-to-month,Mailed check_Month-to-month,0-12 months,7-12,low,7-12_low,0.19316106840135563,low,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
8749-CLJXC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,1,1,0,0,20.05,0.0,3.0469005601283903,3.0469005601283903,20.05,20.05,0.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,2,0,0.0,0,1,0,0,0,1,No_Month-to-month,Mailed check_Month-to-month,0-12 months,0-3,low,0-3_low,0.30346609702240535,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
4713-LZDRV,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,2,1,0,0,97.525,-17.92500000000001,4.389498649512583,5.27836972873834,159.2,39.8,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,0,4,0,3,0,0.0,0,4,1,0,1,1,Fiber optic_Month-to-month,Electronic check_Month-to-month,0-12 months,0-3,high,0-3_high,0.7992327806217127,high,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
6598-RFFVI,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,1,0,1,0,14.15,5.15,3.0106208860477417,3.3775875160230218,38.6,19.3,0.3333333333333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,1,2,19.3,0,2,0,0,0,1,No_One year,Credit card (automatic)_One year,0-12 months,0-3,low,0-3_low,0.05272027428335553,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,1
7470-MCQTK,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,3,1,1,0,48.723076923076924,0.02692307692307594,3.907010463604602,6.452679670320638,633.75,16.25,0.07142857142857142,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,1,0,0.0,0,39,0,1,0,0,DSL_Month-to-month,Bank transfer (automatic)_Month-to-month,13-24 months,13-24,moderate,13-24_moderate,0.4921648571877139,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,5,0,1,0,74.34242424242424,0.40757575757575637,4.327438444389479,7.805596867187762,2466.75,14.95,0.029411764705882353,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,33,74.75,0,165,0,2,0,0,DSL_One year,Credit card (automatic)_One year,25-48 months,25-48,high,25-48_high,0.09397604286070652,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
1707-HABPF,Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,4126.35,4,0,1,0,89.70326086956523,1.59673913043477,4.525044141508807,8.325390833522766,4199.8,22.825,0.02127659574468085,1,1,1,1,1,0,0,0,0,0,0,1,2,0,2,1,1,46,91.3,0,184,0,0,0,0,Fiber optic_One year,Bank transfer (automatic)_One year,25-48 months,25-48,premium,25-48_premium,0.11528214983217588,low,False,Pricing and bundle review,High monthly charges may create price sensitivity; review plan fit or targeted discount.,0
4581-LNWUM,Female,0,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,3,1,0,0,49.95384615384615,-0.8038461538461519,3.9150185144079446,6.4775875582336,638.9499999999999,16.383333333333333,0.07142857142857142,1,0,0,0,0,0,1,0,0,0,0,2,1,0,3,0,3,0,0.0,0,39,0,0,0,0,DSL_Month-to-month,Electronic check_Month-to-month,13-24 months,13-24,moderate,13-24_moderate,0.45626547647661014,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
9710-ZUSHQ,Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,6,1,1,0,109.64189189189189,-2.8918918918918877,4.6798137289838575,8.30838391178518,3949.75,17.791666666666668,0.02631578947368421,1,1,0,1,0,1,0,0,0,0,0,2,1,1,2,0,1,0,0.0,1,222,1,0,0,0,Fiber optic_Month-to-month,Bank transfer (automatic)_Month-to-month,25-48 months,25-48,premium,25-48_premium,0.37509935996165067,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
1697-LYYYX,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.1,1143.8,1,0,1,0,18.750819672131147,0.34918032786885433,3.0007198150650303,7.042985228242241,1165.1000000000001,19.1,0.016129032258064516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,61,19.1,0,61,0,2,0,1,No_One year,Credit card (automatic)_One year,49-72 months,49-72,low,49-72_low,0.018575500964707038,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
4013-GUXND,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,1,1,0,0,20.8,0.0,3.0819099697950434,3.0819099697950434,20.8,20.8,0.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,2,0,0.0,0,1,0,0,0,1,No_Month-to-month,Mailed check_Month-to-month,0-12 months,0-3,low,0-3_low,0.2892993275538747,low,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
5022-JNQEQ,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,2,1,0,0,71.94444444444444,3.9055555555555515,4.341855469984605,6.474662003756499,682.65,37.925,0.1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,3,0,3,0,0.0,1,18,0,2,1,0,Fiber optic_Month-to-month,Electronic check_Month-to-month,0-12 months,7-12,high,7-12_high,0.48582323338230116,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
4983-CCWMC,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.6,207.4,1,1,0,0,69.13333333333334,0.46666666666665435,4.257030144499196,5.339459309879212,208.79999999999998,69.6,0.25,1,1,1,1,1,1,0,0,1,0,0,0,0,0,4,0,2,0,0.0,0,3,0,0,0,1,Fiber optic_Month-to-month,Mailed check_Month-to-month,0-12 months,0-3,high,0-3_high,0.550812077954532,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,1,0,0,0,19.76014492753623,0.13985507246376727,3.039749158970765,7.2185066960178625,1373.1,19.9,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,2,138,39.8,0,69,0,1,0,1,No_Two year,Mailed check_Two year,49-72 months,49-72,low,49-72_low,0.009016333618238531,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
0962-CQPWQ,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1296.15,1,0,1,0,20.905645161290323,-0.6056451612903224,3.0587070727153796,7.167924829132794,1258.6000000000001,20.3,0.015873015873015872,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,124,40.6,0,62,0,2,0,1,No_Two year,Bank transfer (automatic)_Two year,49-72 months,49-72,low,49-72_low,0.00990388385147398,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
5495-GPSRW,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,1,0,0,0,20.97,-1.2699999999999996,3.0301337002713233,6.041206639002796,394.0,19.7,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,40,39.4,0,20,0,0,0,1,No_Two year,Mailed check_Two year,13-24 months,13-24,low,13-24_low,0.010238514764949247,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
2252-JHJGE,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,6,0,0,0,104.31885245901638,-0.3188524590163837,4.653960350157523,8.758483097202955,6344.0,17.333333333333332,0.016129032258064516,1,1,0,1,0,0,0,0,0,0,1,2,1,1,2,1,3,61,104.0,1,366,0,0,0,0,Fiber optic_One year,Electronic check_One year,49-72 months,49-72,premium,49-72_premium,0.17617395023191776,low,True,Pricing and bundle review,High monthly charges may create price sensitivity; review plan fit or targeted discount.,0
7356-AYNJP,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.9,97.5,2,0,0,0,24.375,-0.4750000000000014,3.214867803470662,4.590056548178043,95.6,11.95,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,3,4,23.9,0,8,0,0,0,1,No_One year,Electronic check_One year,0-12 months,4-6,low,4-6_low,0.05682778930661236,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
2019-HDCZY,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,102.6,6296.75,5,0,0,0,99.9484126984127,2.6515873015872984,4.640537329825382,8.747947705731782,6463.799999999999,20.52,0.015625,1,1,1,1,1,0,0,0,0,0,1,2,1,0,3,2,3,126,205.2,0,315,0,1,0,0,Fiber optic_Two year,Electronic check_Two year,49-72 months,49-72,premium,49-72_premium,0.10070786104216013,low,False,Pricing and bundle review,High monthly charges may create price sensitivity; review plan fit or targeted discount.,0
8582-KRHPJ,Male,0,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,2,1,0,0,35.648,-0.6480000000000032,3.58351893845611,7.486276933700779,1750.0,17.5,0.0196078431372549,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0.0,0,100,0,0,0,0,DSL_Month-to-month,Mailed check_Month-to-month,49-72 months,49-72,low,49-72_low,0.13573863461199864,low,False,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
2867-UIMSS,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,2,1,0,0,80.5,0.0,4.400603020246817,4.400603020246817,80.5,40.25,0.5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,4,0,3,0,0.0,0,2,0,0,0,1,Fiber optic_Month-to-month,Electronic check_Month-to-month,0-12 months,0-3,high,0-3_high,0.7927805652835591,high,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
3487-EARAT,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,6,0,1,1,74.60428571428572,-0.5042857142857287,4.318820558770089,8.560884665040662,5187.0,12.35,0.014084507042253521,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,1,70,74.1,0,420,0,2,0,0,DSL_One year,Credit card (automatic)_One year,49-72 months,49-72,high,49-72_high,0.033466172441888646,low,False,Loyalty reinforcement,Maintain the customer relationship through loyalty benefits and service-quality monitoring.,0
9926-PJHDQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,5,0,1,0,75.95069444444444,0.84930555555556,4.354141431184346,8.606933341914624,5529.599999999999,15.36,0.0136986301369863,1,0,0,0,0,0,0,0,0,0,1,2,1,0,3,2,1,144,153.6,0,360,0,2,0,0,DSL_Two year,Bank transfer (automatic)_Two year,49-72 months,49-72,high,49-72_high,0.04395648181692804,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
0289-IVARM,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,4,1,0,0,56.645714285714284,3.904285714285713,4.1198498526304625,7.592668654614979,2119.25,15.1375,0.027777777777777776,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,3,0,0.0,0,140,0,0,0,0,DSL_Month-to-month,Electronic check_Month-to-month,25-48 months,25-48,high,25-48_high,0.08776035287069175,low,False,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
4672-FOTSD,Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,5,1,0,1,69.35833333333333,-2.1083333333333343,4.223177434065069,6.725393721388161,807.0,13.45,0.07692307692307693,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,3,0,0.0,0,60,0,0,1,0,DSL_Month-to-month,Electronic check_Month-to-month,0-12 months,7-12,high,7-12_high,0.18965053985684777,low,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
6198-PNNSZ,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,7,0,1,0,109.10089285714285,0.6991071428571445,4.707726774313183,8.717788429486097,6148.8,15.685714285714285,0.017543859649122806,1,1,0,1,0,0,0,0,0,0,0,2,2,1,1,1,1,56,109.8,1,392,0,1,0,0,Fiber optic_One year,Bank transfer (automatic)_One year,49-72 months,49-72,premium,49-72_premium,0.170723467566656,low,True,Pricing and bundle review,High monthly charges may create price sensitivity; review plan fit or targeted discount.,0
7603-USHJS,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,2,1,1,0,72.61666666666666,1.13333333333334,4.314149212270796,6.771248034327474,885.0,36.875,0.07692307692307693,1,1,1,1,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0.0,0,24,0,1,0,1,Fiber optic_Month-to-month,Credit card (automatic)_Month-to-month,0-12 months,7-12,high,7-12_high,0.5422205795239211,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
6784-XYJAE,Female,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.8,1941.5,3,0,0,0,53.93055555555556,1.86944444444444,4.039536325727106,7.5717310822418025,2008.8,18.599999999999998,0.02702702702702703,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,36,55.8,0,108,0,0,0,0,DSL_One year,Electronic check_One year,25-48 months,25-48,moderate,25-48_moderate,0.07910888797619406,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
3858-XHYJO,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,6,0,1,0,105.71375,0.03624999999999545,4.670489652108734,8.34985088340253,4230.0,17.625,0.024390243902439025,1,1,0,1,0,0,0,0,0,0,0,2,1,1,2,1,1,40,105.75,1,240,0,1,0,0,Fiber optic_One year,Bank transfer (automatic)_One year,25-48 months,25-48,premium,25-48_premium,0.18644636769641648,low,True,Pricing and bundle review,High monthly charges may create price sensitivity; review plan fit or targeted discount.,0
1087-UDSIH,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,1,1,0,0,19.916666666666668,-0.31666666666666643,3.0252910757955354,4.1067670822206574,58.800000000000004,19.6,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0.0,0,3,0,0,0,1,No_Month-to-month,Mailed check_Month-to-month,0-12 months,0-3,low,0-3_low,0.17728909541479654,low,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
7251-LJBQN,Female,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,6,0,1,0,104.71,-0.9599999999999937,4.6515765588022475,8.340312804571665,4150.0,17.291666666666668,0.024390243902439025,1,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1,1,40,103.75,1,240,0,0,0,0,Fiber optic_One year,Credit card (automatic)_One year,25-48 months,25-48,premium,25-48_premium,0.26962673253356295,low,True,Pricing and bundle review,High monthly charges may create price sensitivity; review plan fit or targeted discount.,0
3200-MNQTF,Male,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4677.1,6,0,1,1,69.80746268656716,1.0925373134328424,4.275276264727001,8.450647323572339,4750.3,11.816666666666668,0.014705882352941176,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,1,134,141.8,0,402,0,1,0,0,DSL_Two year,Credit card (automatic)_Two year,49-72 months,49-72,high,49-72_high,0.013395501505634549,low,False,Loyalty reinforcement,Maintain the customer relationship through loyalty benefits and service-quality monitoring.,0
9359-UGBTK,Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,5,0,1,1,74.5,-2.1500000000000057,4.295242504588991,8.51569206528997,4847.45,14.469999999999999,0.014705882352941176,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,67,72.35,0,335,0,0,0,0,DSL_One year,Bank transfer (automatic)_One year,49-72 months,49-72,high,49-72_high,0.03346093556894333,low,False,Loyalty reinforcement,Maintain the customer relationship through loyalty benefits and service-quality monitoring.,0
