name,scale,poly,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_roc_auc,cv_pr_auc,test50_accuracy,test50_precision,test50_recall,test50_f1,test50_roc_auc,test50_pr_auc,test50_tn,test50_fp,test50_fn,test50_tp,best_accuracy,best_accuracy_threshold,best_accuracy_f1,best_f1,best_f1_threshold,best_cost,best_cost_threshold,best_cost_recall,estimator
HGB sweep 07 lr=0.022 leaves=12 l2=0.05,False,False,0.800675806657515,0.658560052407157,0.5183946488294314,0.5797873941182355,0.8459578102092211,0.6590728015880184,0.8105039034776437,0.686411149825784,0.5267379679144385,0.5960665658093798,0.8458898447389497,0.6594468752044385,945,90,177,197,0.8112136266855926,0.51,0.5907692307692308,0.6411582213029989,0.25,595.0,0.15,0.9064171122994652,"HistGradientBoostingClassifier(l2_regularization=0.05, learning_rate=0.022,
                               max_iter=300, max_leaf_nodes=12,
                               random_state=42)"
HGB sweep 04 lr=0.018 leaves=10 l2=0.2,False,False,0.8004985019724161,0.6594226976750657,0.5163879598662208,0.5785755137988493,0.8468763660481968,0.6620725333612186,0.8062455642299503,0.67003367003367,0.5320855614973262,0.5931445603576752,0.8475380402490378,0.6642754261392493,937,98,175,199,0.8062455642299503,0.5,0.5931445603576752,0.6386554621848739,0.26,594.0,0.17,0.893048128342246,"HistGradientBoostingClassifier(l2_regularization=0.2, learning_rate=0.018,
                               max_iter=300, max_leaf_nodes=10,
                               random_state=42)"
HGB sweep 05 lr=0.022 leaves=10 l2=0.1,False,False,0.8003215124956462,0.6576578135312257,0.5190635451505017,0.579793006956376,0.8461290735184808,0.6599980950246268,0.8097941802696949,0.6815068493150684,0.5320855614973262,0.5975975975975976,0.8465163140354957,0.6574159048875826,942,93,175,199,0.8097941802696949,0.5,0.5975975975975976,0.6398258977149075,0.29,596.0,0.15,0.9090909090909091,"HistGradientBoostingClassifier(l2_regularization=0.1, learning_rate=0.022,
                               max_iter=300, max_leaf_nodes=10,
                               random_state=42)"
HGB sweep 06 lr=0.022 leaves=10 l2=0.4,False,False,0.8003210396831527,0.656092160188666,0.5224080267558529,0.5812121397944884,0.8463400844039637,0.6599650008280467,0.8055358410220014,0.6677852348993288,0.5320855614973262,0.5922619047619048,0.8464866051822573,0.6606132040429313,936,99,175,199,0.808374733853797,0.53,0.5714285714285714,0.6387096774193548,0.28,596.0,0.16,0.8983957219251337,"HistGradientBoostingClassifier(l2_regularization=0.4, learning_rate=0.022,
                               max_iter=300, max_leaf_nodes=10,
                               random_state=42)"
HGB sweep 35 lr=0.04 leaves=12 l2=0.05,False,False,0.7997881800028683,0.6562493099110431,0.5170568561872909,0.5780240923830208,0.8415921841632098,0.6509315827988144,0.8048261178140526,0.6689419795221843,0.5240641711229946,0.5877061469265368,0.8412178046449147,0.6509132293850464,938,97,178,196,0.8069552874378992,0.48,0.6057971014492753,0.6267281105990783,0.33,595.0,0.16,0.893048128342246,"HistGradientBoostingClassifier(l2_regularization=0.05, learning_rate=0.04,
                               max_iter=300, max_leaf_nodes=12,
                               random_state=42)"
HGB sweep 19 lr=0.026 leaves=18 l2=0.1,False,False,0.7996118209427565,0.658477635823947,0.5123745819397993,0.5757574741664303,0.8435044157320222,0.6542876143369758,0.8090844570617459,0.6804123711340206,0.5294117647058824,0.5954887218045113,0.8451432483401793,0.6510522481848209,942,93,176,198,0.8112136266855926,0.51,0.5932721712538226,0.6379853095487933,0.26,592.0,0.19,0.8743315508021391,"HistGradientBoostingClassifier(l2_regularization=0.1, learning_rate=0.026,
                               max_iter=300, max_leaf_nodes=18,
                               random_state=42)"
LGBM compact 4,False,False,0.7996110329219339,0.6563643421787638,0.5170568561872909,0.5777940232921607,0.8455649544067265,0.6590807487651134,0.8034066713981547,0.6622073578595318,0.5294117647058824,0.5884101040118871,0.846338060916066,0.6579084143131811,934,101,176,198,0.8055358410220014,0.56,0.5508196721311476,0.6402502606882169,0.25,593.0,0.16,0.893048128342246,"LGBMClassifier(colsample_bytree=0.8, learning_rate=0.022, min_child_samples=55,
               n_estimators=360, num_leaves=13, random_state=42, reg_lambda=6,
               subsample=0.9, verbose=-1)"
HGB sweep 16 lr=0.026 leaves=12 l2=0.4,False,False,0.7994335706326704,0.6564771541237095,0.5150501672240803,0.5766760339889234,0.8453909344579953,0.6580255811020592,0.8048261178140526,0.6677966101694915,0.5267379679144385,0.5889387144992526,0.8450592885375494,0.6570424557013007,937,98,177,197,0.8076650106458482,0.51,0.5875190258751902,0.6405090137857901,0.27,591.0,0.17,0.8877005347593583,"HistGradientBoostingClassifier(l2_regularization=0.4, learning_rate=0.026,
                               max_iter=300, max_leaf_nodes=12,
                               random_state=42)"
HGB sweep 15 lr=0.026 leaves=12 l2=0.1,False,False,0.799256423551736,0.6547110441480535,0.5177257525083612,0.5778022561001609,0.8450192169616125,0.656739683241084,0.8062455642299503,0.6735395189003437,0.5240641711229946,0.5894736842105263,0.8450373298199385,0.6555881072829244,940,95,178,196,0.808374733853797,0.53,0.5754716981132075,0.6342975206611571,0.25,584.0,0.16,0.9010695187165776,"HistGradientBoostingClassifier(l2_regularization=0.1, learning_rate=0.026,
                               max_iter=300, max_leaf_nodes=12,
                               random_state=42)"
HGB sweep 27 lr=0.035 leaves=12 l2=0.1,False,False,0.7989024445981961,0.6557318360314545,0.5137123745819397,0.5755882657126038,0.8426891117683676,0.652569927161447,0.8019872249822569,0.6599326599326599,0.5240641711229946,0.5842026825633383,0.8422498643726265,0.6524551774761441,934,101,178,196,0.8076650106458482,0.53,0.5718799368088467,0.6329386437029063,0.28,600.0,0.15,0.9010695187165776,"HistGradientBoostingClassifier(l2_regularization=0.1, learning_rate=0.035,
                               max_iter=300, max_leaf_nodes=12,
                               random_state=42)"
